iter	RMSE
340	60.31649399
341	60.29619277
342	60.14697823
343	60.0939381
344	59.9486155
345	59.92072219
346	59.74706071
347	59.66324304
348	59.50341857
349	59.41038845
350	59.40248274
351	59.27637082
352	59.13592627
353	58.93028578
354	58.75640776
355	58.74715545
356	58.71404973
357	58.5404349
358	58.36218253
359	58.35209144
360	58.30022462
361	58.2628629
362	58.11418503
363	57.95553934
364	57.81704589
365	57.80776772
366	57.69719649
367	57.56532022
368	57.42717041
369	57.30263869
370	57.20821559
371	57.04124715
372	56.92665367
373	56.77855093
374	56.76970209
375	56.60746418
376	56.34817583
377	56.29057595
378	56.14402671
379	56.12037923
380	56.06783314
381	55.89342772
382	55.80190606
383	55.79261182
384	55.72852607
385	55.56396121
386	55.47864778
387	55.2795533
388	55.27212999
389	55.15368901
390	55.14520497
391	55.0863036
392	54.92338422
393	54.79066296
394	54.6436222
395	54.57330783
396	54.47032507
397	54.42163081
398	54.35907325
399	54.30303602
400	54.1662385
401	54.16022368
402	54.03063903
403	53.88804951
404	53.69511239
405	53.60105646
406	53.42558253
407	53.39729024
408	53.38871616
409	53.25868946
410	53.1295046
411	53.08646237
412	52.98847777
413	52.88108538
414	52.84086228
415	52.72981826
416	52.56526037
417	52.42219524
418	52.3935057
419	52.23031722
420	52.12700302
421	52.0580706
422	51.94409811
423	51.93363177
424	51.85322634
425	51.73849657
426	51.6494349
427	51.58879097
428	51.58136495
429	51.48421602
430	51.47651849
431	51.45016146
432	51.34245015
433	51.33297899
434	51.24799805
435	51.14945881
436	51.09585438
437	51.08913972
438	50.96845237
439	50.81569394
440	50.73686149
441	50.61700833
442	50.47839724
443	50.47172577
444	50.37392774
445	50.31674825
446	50.27550103
447	50.1177286
448	49.99341744
449	49.82625995
450	49.67684827
451	49.65133071
452	49.60313978
453	49.4385063
454	49.43093715
455	49.32952818
456	49.23759612
457	49.17806477
458	49.04875996
459	49.04204999
460	48.89540455
461	48.70934637
462	48.58834956
463	48.49614591
464	48.39450025
465	48.2686095
466	48.10389641
467	47.94535307
468	47.82757431
469	47.68613123
470	47.64320506
471	47.55495406
472	47.54785379
473	47.52271623
474	47.4120559
475	47.32246374
476	47.2394936
477	47.20441808
478	47.1453891
479	47.03311112
480	46.99317515
481	46.85178055
482	46.79090781
483	46.63135284
484	46.53189977
485	46.45853092
486	46.32416944
487	46.23522274
488	46.13679666
489	46.13679278
490	46.0277315
491	45.95532974
492	45.84989464
493	45.82378879
494	45.77616983
495	45.68589567
496	45.67171624
497	45.58949691
498	45.4918576
499	45.48368877
500	45.39206141
501	45.29418138
502	45.21653316
503	45.13706929
504	45.05489112
505	44.97621412
506	44.94050984
507	44.84189559
508	44.83076255
509	44.82286092
510	44.77828107
511	44.68922203
512	44.58328695
513	44.57374495
514	44.45192909
515	44.43804588
516	44.34501117
517	44.2517738
518	44.24734276
519	44.13553266
520	44.04261915
521	43.99364054
522	43.8923885
523	43.80120892
524	43.738527
525	43.67687926
526	43.61808888
527	43.53964387
528	43.51075486
529	43.50619952
530	43.44933655
531	43.38821706
532	43.32841027
533	43.24048376
534	43.18234082
535	43.1413019
536	43.06623555
537	43.00154853
538	42.90428718
539	42.80707263
540	42.69945289
541	42.67083605
542	42.55272475
543	42.52180009
544	42.43886296
545	42.43416182
546	42.32886401
547	42.27828377
548	42.22009071
549	42.14190951
550	42.06407314
551	41.98919768
552	41.90153371
553	41.82097482
554	41.71957359
555	41.68669705
556	41.59674518
557	41.56400067
558	41.5250366
559	41.49160667
560	41.48716587
561	41.42254376
562	41.39455649
563	41.33090484
564	41.27739571
565	41.20494315
566	41.14220782
567	41.10781741
568	41.00842148
569	40.91324231
570	40.87585154
571	40.78540889
572	40.67105149
573	40.59129891
574	40.52785831
575	40.45589727
576	40.45186688
577	40.43611308
578	40.38814547
579	40.34760052
580	40.31290957
581	40.25367391
582	40.23083008
583	40.15414809
584	40.05279392
585	40.02705576
586	39.97249624
587	39.89219822
588	39.86036435
589	39.81011625
590	39.71358917
591	39.68723558
592	39.68179225
593	39.64006012
594	39.53846429
595	39.52131673
596	39.44079742
597	39.42946718
598	39.37778578
599	39.28554178
600	39.27490651
601	39.20808118
602	39.16958432
603	39.1297901
604	39.08317561
605	39.06813964
606	39.03006842
607	38.99520034
608	38.98987117
609	38.88403281
610	38.8659239
611	38.8361791
612	38.73121519
613	38.62402814
614	38.62402775
615	38.5570262
616	38.51081803
617	38.50036682
618	38.47493621
619	38.45534439
620	38.41674011
621	38.33655253
622	38.22139295
623	38.17173363
624	38.16668197
625	38.12748524
626	38.05875781
627	37.97763621
628	37.93881566
629	37.90287987
630	37.85902972
631	37.83489407
632	37.81298163
633	37.75773507
634	37.66958879
635	37.5901298
636	37.58393751
637	37.55141348
638	37.49571299
639	37.46276431
640	37.41983951
641	37.36214435
642	37.26093972
643	37.22946987
644	37.19106822
645	37.13947914
646	37.13133303
647	37.04225838
648	36.97407932
649	36.88802433
650	36.82733451
651	36.80086787
652	36.7176917
653	36.6990072
654	36.62682012
655	36.54715057
656	36.48888791
657	36.44391785
658	36.38917409
659	36.34025041
660	36.26772138
661	36.2013757
662	36.11908234
663	36.0678584
664	35.9899001
665	35.95806931
666	35.87454223
667	35.82165667
668	35.77243773
669	35.69366888
670	35.69183112
671	35.65044263
672	35.64411384
673	35.61963645
674	35.57323252
675	35.51562561
676	35.49305786
677	35.43254957
678	35.42680189
679	35.3931787
680	35.36037642
681	35.35029393
682	35.34326398
683	35.32089266
684	35.29814169
685	35.23773011
686	35.17401828
687	35.1153303
688	35.02261832
689	34.97785471
690	34.88384596
691	34.84088524
692	34.76199042
693	34.73464146
694	34.70149296
695	34.60152752
696	34.59898462
697	34.52804347
698	34.45333906
699	34.39969914
700	34.37560078
701	34.32747855
702	34.30379937
703	34.201799
704	34.14861
705	34.08214269
706	34.02772543
707	33.95624214
708	33.87512682
709	33.82460985
710	33.7587624
711	33.72505428
712	33.6608953
713	33.6382872
714	33.58777283
715	33.52762924
716	33.47921847
717	33.45412681
718	33.38003555
719	33.34516965
720	33.30614829
721	33.22689846
722	33.19124324
723	33.15836789
724	33.12828105
725	33.12480922
726	33.08627444
727	33.04761575
728	33.02945498
729	32.93296276
730	32.88875472
731	32.85911873
732	32.83325608
733	32.75999057
734	32.69205942
735	32.64109758
736	32.59561313
737	32.55631715
738	32.51375011
739	32.49148403
740	32.46815278
741	32.42849328
742	32.36384042
743	32.30985148
744	32.24841622
745	32.23500797
746	32.20323412
747	32.15519388
748	32.13875133
749	32.11968769
750	32.11355808
751	32.06967089
752	32.05018653
753	32.0341698
754	32.00231859
755	31.96763991
756	31.90354483
757	31.87022868
758	31.82616898
759	31.74823062
760	31.72479829
761	31.67406082
762	31.61253333
763	31.592177
764	31.58403942
765	31.54437661
766	31.48821867
767	31.43395647
768	31.3971313
769	31.37515737
770	31.36915622
771	31.34681815
772	31.30955225
773	31.28662264
774	31.23328545
775	31.20087387
776	31.18704924
777	31.13005671
778	31.08284271
779	31.02278008
780	30.96129581
781	30.92328118
782	30.91577334
783	30.88094065
784	30.87692774
785	30.86268853
786	30.82278848
787	30.81724635
788	30.7586013
789	30.71166421
790	30.70859036
791	30.66278706
792	30.62338558
793	30.59461689
794	30.5561653
795	30.50020903
796	30.43980489
797	30.40450358
798	30.35842032
799	30.33798096
800	30.27245309
801	30.23132441
802	30.17876053
803	30.12853708
804	30.10621906
805	30.05470103
806	29.9909046
807	29.95927261
808	29.91828135
809	29.88406179
810	29.85947703
811	29.80059462
812	29.77727674
813	29.73656764
814	29.67695724
815	29.66179796
816	29.63900955
817	29.63772996
818	29.60361634
819	29.59021406
820	29.54097379
821	29.4629776
822	29.37549576
823	29.36064216
824	29.33387398
825	29.27715249
826	29.22327388
827	29.18419804
828	29.14212616
829	29.08854646
830	29.01881424
831	29.01206234
832	28.97612108
833	28.9294007
834	28.90854379
835	28.85036097
836	28.81871285
837	28.77658694
838	28.73651906
839	28.68037817
840	28.67657473
841	28.63845414
842	28.60295682
843	28.57987811
844	28.55394586
845	28.51247095
846	28.48795214
847	28.44020775
848	28.40334024
849	28.37478698
850	28.33225345
851	28.30507127
852	28.25862449
853	28.22633789
854	28.20287216
855	28.18268052
856	28.13750358
857	28.11911748
858	28.11564616
859	28.09249427
860	28.06685549
861	28.06153099
862	27.99898304
863	27.99432484
864	27.95355933
865	27.9228954
866	27.90736126
867	27.8944079
868	27.85925811
869	27.80400008
870	27.79572361
871	27.76830077
872	27.71199476
873	27.67693273
874	27.64364047
875	27.6075206
876	27.58377908
877	27.56679568
878	27.5358254
879	27.50617144
880	27.46778724
881	27.4645451
882	27.40872228
883	27.38393391
884	27.34195624
885	27.31355081
886	27.29704162
887	27.21853181
888	27.16920587
889	27.13625749
890	27.13336172
891	27.11128177
892	27.08411123
893	27.02373156
894	26.99915376
895	26.95836606
896	26.95779571
897	26.91527572
898	26.88275681
899	26.87982267
900	26.8606629
901	26.85465019
902	26.83126347
903	26.79545442
904	26.74179086
905	26.71187959
906	26.68696184
907	26.66856826
908	26.64777118
909	26.61644812
910	26.60049527
911	26.56847775
912	26.54111899
913	26.51296856
914	26.49515743
915	26.44938791
916	26.39577959
917	26.34081486
918	26.32111855
919	26.27051745
920	26.20791327
921	26.16808215
922	26.14819983
923	26.1281806
924	26.10412945
925	26.05162966
926	26.03217277
927	26.02648029
928	26.01794091
929	26.0155022
930	25.96163445
931	25.9270254
932	25.89168295
933	25.85618041
934	25.80674953
935	25.76950102
936	25.72708298
937	25.69504433
938	25.67548295
939	25.66579627
940	25.6372186
941	25.61588316
942	25.55191966
943	25.51318035
944	25.47399867
945	25.44934654
946	25.40456513
947	25.40088945
948	25.38076452
949	25.34839248
950	25.30279396
951	25.26781682
952	25.23096107
953	25.19999878
954	25.18131965
955	25.13593248
956	25.11483133
957	25.08762205
958	25.04801421
959	25.0234068
960	24.99472445
961	24.97955527
962	24.95050075
963	24.9355887
964	24.90526132
965	24.86883157
966	24.82634201
967	24.79097461
968	24.77070276
969	24.74382244
970	24.71279449
971	24.68105808
972	24.67283944
973	24.63420899
974	24.60755354
975	24.56894251
976	24.56342515
977	24.53278805
978	24.52892671
979	24.49627196
980	24.48758767
981	24.4495099
982	24.43544863
983	24.43222423
984	24.416514
985	24.39156589
986	24.38118854
987	24.32826465
988	24.307801
989	24.27657931
990	24.25415479
991	24.25094063
992	24.24521419
993	24.22133076
994	24.19394582
995	24.17537812
996	24.1280738
997	24.11126675
998	24.10119301
999	24.08196062
1000	24.06006906
1001	24.05733747
1002	24.01810205
1003	23.98846558
1004	23.97004454
1005	23.95659658
1006	23.91731389
1007	23.89583591
1008	23.8887738
1009	23.87914368
1010	23.82172617
1011	23.79504298
1012	23.77133471
1013	23.74276278
1014	23.70793896
1015	23.66373413
1016	23.64732941
1017	23.64489813
1018	23.6337176
1019	23.59296573
1020	23.55524509
1021	23.52292759
1022	23.51106786
1023	23.49634578
1024	23.49511454
1025	23.45114958
1026	23.43295316
1027	23.41367494
1028	23.38157028
1029	23.34237528
1030	23.30018142
1031	23.27195629
1032	23.23758417
1033	23.20172888
1034	23.15537237
1035	23.1409341
1036	23.10487657
1037	23.07198963
1038	23.05765783
1039	23.04985488
1040	23.02215476
1041	22.98910091
1042	22.97242302
1043	22.96212835
1044	22.95901149
1045	22.91190013
1046	22.88897908
1047	22.87361543
1048	22.85220461
1049	22.83775893
1050	22.81231853
1051	22.800073
1052	22.77183672
1053	22.74497349
1054	22.7176603
1055	22.69543538
1056	22.67615688
1057	22.6320695
1058	22.60206808
1059	22.56730348
1060	22.54879266
1061	22.54178347
1062	22.51657175
1063	22.50670227
1064	22.49775154
1065	22.45952605
1066	22.4095159
1067	22.38324813
1068	22.35485225
1069	22.34622053
1070	22.32400058
1071	22.31422786
1072	22.29390151
1073	22.28593434
1074	22.25505843
1075	22.24445767
1076	22.23007042
1077	22.20686066
1078	22.16478018
1079	22.14380939
1080	22.11058623
1081	22.08624122
1082	22.07295613
1083	22.06019273
1084	22.04909297
1085	22.0454419
1086	22.01013777
1087	21.98736322
1088	21.95164787
1089	21.93301006
1090	21.9093837
1091	21.87799597
1092	21.84172307
1093	21.83672974
1094	21.81244925
1095	21.79590162
1096	21.79342466
1097	21.78453207
1098	21.77804211
1099	21.75292203
1100	21.72897432
1101	21.69691319
1102	21.65908728
1103	21.65265161
1104	21.63305681
1105	21.60646039
1106	21.57682992
1107	21.57315391
1108	21.54350935
1109	21.53819849
1110	21.52194082
1111	21.50794106
1112	21.49527858
1113	21.47844856
1114	21.4603797
1115	21.44354922
1116	21.41993157
1117	21.3976539
1118	21.38150231
1119	21.36932043
1120	21.36398008
1121	21.33974261
1122	21.31618904
1123	21.28156439
1124	21.26469503
1125	21.2463657
1126	21.21525082
1127	21.19663368
1128	21.17108763
1129	21.14698912
1130	21.12132311
1131	21.0920975
1132	21.08480384
1133	21.05211973
1134	21.00905154
1135	21.00681756
1136	20.99424292
1137	20.96903461
1138	20.91079914
1139	20.87407228
1140	20.82920234
1141	20.79683725
1142	20.76587741
1143	20.74067099
1144	20.72334935
1145	20.70688155
1146	20.69300875
1147	20.66170113
1148	20.62686061
1149	20.61704224
1150	20.59581977
1151	20.57706212
1152	20.57319697
1153	20.57041638
1154	20.55282654
1155	20.53384082
1156	20.48839172
1157	20.45470353
1158	20.42491362
1159	20.3988491
1160	20.38566644
1161	20.38071653
1162	20.33855329
1163	20.32734464
1164	20.31813321
1165	20.28467674
1166	20.27510932
1167	20.25952721
1168	20.25776915
1169	20.22857258
1170	20.20746907
1171	20.20380066
1172	20.19923148
1173	20.15657672
1174	20.11351692
1175	20.09481486
1176	20.08189769
1177	20.07071872
1178	20.03795421
1179	20.01229011
1180	20.00613284
1181	19.99692295
1182	19.96741092
1183	19.96407104
1184	19.94557433
1185	19.92738255
1186	19.91074385
1187	19.90286321
1188	19.88097909
1189	19.85028362
1190	19.82110985
1191	19.78748219
1192	19.75829737
1193	19.72702199
1194	19.69591931
1195	19.68568632
1196	19.66863088
1197	19.62671943
1198	19.58947754
1199	19.58627077
1200	19.5729871
1201	19.56342239
1202	19.55644597
1203	19.51768601
1204	19.50962519
1205	19.47946526
1206	19.45596203
1207	19.43951371
1208	19.42591355
1209	19.41446063
1210	19.40115824
1211	19.3905
1212	19.37103581
1213	19.35456145
1214	19.34043039
1215	19.31699023
1216	19.31460858
1217	19.30327981
1218	19.28595984
1219	19.25672343
1220	19.23699607
1221	19.23483168
1222	19.20028378
1223	19.1842526
1224	19.16551802
1225	19.15491927
1226	19.13805167
1227	19.12019017
1228	19.10458086
1229	19.08907835
1230	19.08447705
1231	19.05627774
1232	19.0426096
1233	19.02569844
1234	19.02163843
1235	19.00422831
1236	18.98285253
1237	18.95213244
1238	18.91793697
1239	18.91319456
1240	18.89007696
1241	18.87997022
1242	18.85775534
1243	18.83718574
1244	18.81765173
1245	18.80291783
1246	18.76676891
1247	18.75644522
1248	18.75183165
1249	18.73700879
1250	18.71932549
1251	18.69878029
1252	18.6815336
1253	18.67290146
1254	18.65809138
1255	18.64602775
1256	18.63547976
1257	18.60913204
1258	18.59227363
1259	18.56590095
1260	18.53829906
1261	18.51075372
1262	18.49408808
1263	18.47570697
1264	18.46500449
1265	18.45526988
1266	18.43370171
1267	18.41991304
1268	18.38603654
1269	18.36870079
1270	18.35547694
1271	18.3327265
1272	18.327462
1273	18.30423109
1274	18.27325507
1275	18.26305761
1276	18.24698021
1277	18.244582
1278	18.23724007
1279	18.22884707
1280	18.21930896
1281	18.20315265
1282	18.19536236
1283	18.18129503
1284	18.16326312
1285	18.1452007
1286	18.12423146
1287	18.12379763
1288	18.09698613
1289	18.08200158
1290	18.07172933
1291	18.05775231
1292	18.04610767
1293	18.01327932
1294	18.00510718
1295	17.98882939
1296	17.96360155
1297	17.94834986
1298	17.92714581
1299	17.90927781
1300	17.88381825
1301	17.86246726
1302	17.83598304
1303	17.81773282
1304	17.80507909
1305	17.77932917
1306	17.75523559
1307	17.73459006
1308	17.68592455
1309	17.669393
1310	17.65503784
1311	17.63648249
1312	17.62072589
1313	17.59626464
1314	17.59157932
1315	17.56994872
1316	17.55303529
1317	17.52443599
1318	17.51837986
1319	17.50826335
1320	17.48939772
1321	17.46674184
1322	17.44488225
1323	17.43189154
1324	17.41012626
1325	17.40311859
1326	17.39003402
1327	17.36519417
1328	17.35165892
1329	17.32900728
1330	17.29903048
1331	17.28546383
1332	17.2789986
1333	17.25846065
1334	17.24525232
1335	17.22341742
1336	17.21694167
1337	17.20315495
1338	17.18380936
1339	17.1836477
1340	17.16010919
1341	17.15602986
1342	17.13648746
1343	17.11926943
1344	17.10006903
1345	17.07876247
1346	17.06311715
1347	17.05117818
1348	17.04213424
1349	17.0272153
1350	17.00321839
1351	16.97944209
1352	16.96989392
1353	16.96067843
1354	16.93383673
1355	16.92009768
1356	16.90871493
1357	16.89637546
1358	16.89637534
1359	16.88398641
1360	16.86917534
1361	16.8666102
1362	16.85233369
1363	16.84600205
1364	16.83655938
1365	16.82820391
1366	16.81656351
1367	16.79813921
1368	16.78022063
1369	16.76620639
1370	16.76462421
1371	16.7487367
1372	16.73462144
1373	16.71159377
1374	16.701212
1375	16.69444172
1376	16.68093987
1377	16.65470013
1378	16.63766483
1379	16.62794445
1380	16.60490138
1381	16.59804824
1382	16.57844751
1383	16.5749975
1384	16.54740655
1385	16.52976299
1386	16.52892081
1387	16.5064478
1388	16.49101023
1389	16.48647205
1390	16.47467809
1391	16.4483506
1392	16.43907676
1393	16.42901579
1394	16.41573558
1395	16.39681658
1396	16.37052939
1397	16.35889008
1398	16.3402084
1399	16.32714717
1400	16.32074233
1401	16.29587193
1402	16.28107178
1403	16.25138115
1404	16.22596259
1405	16.21143082
1406	16.18595466
1407	16.14193408
1408	16.12641071
1409	16.11837195
1410	16.10122185
1411	16.09247154
1412	16.07393448
1413	16.05987052
1414	16.0502929
1415	16.02807168
1416	16.02734621
1417	16.00544359
1418	15.99464565
1419	15.98527182
1420	15.97508467
1421	15.96003857
1422	15.95230323
1423	15.93367214
1424	15.92144957
1425	15.91579916
1426	15.91045594
1427	15.89789562
1428	15.89159612
1429	15.88215572
1430	15.86630885
1431	15.85405357
1432	15.84213545
1433	15.83514173
1434	15.82122397
1435	15.80663302
1436	15.79690777
1437	15.78979566
1438	15.78347563
1439	15.7603383
1440	15.75071671
1441	15.74238298
1442	15.72771305
1443	15.70104899
1444	15.69011584
1445	15.68641247
1446	15.68220099
1447	15.67829585
1448	15.66777205
1449	15.66333639
1450	15.64760805
1451	15.63414314
1452	15.62093746
1453	15.61516435
1454	15.60266937
1455	15.5921009
1456	15.5616071
1457	15.54993588
1458	15.53956459
1459	15.53824686
1460	15.51491426
1461	15.493396
1462	15.48884464
1463	15.48074799
1464	15.47517624
1465	15.4610254
1466	15.44816274
1467	15.43680433
1468	15.41655103
1469	15.39886028
1470	15.38751894
1471	15.37218571
1472	15.35880325
1473	15.33287673
1474	15.31046382
1475	15.2929476
1476	15.28565497
1477	15.27703754
1478	15.26141515
1479	15.24832876
1480	15.24231791
1481	15.22573763
1482	15.21855369
1483	15.20458033
1484	15.18499405
1485	15.17860171
1486	15.16774522
1487	15.15557189
1488	15.1523414
1489	15.14249517
1490	15.12410718
1491	15.10040431
1492	15.08871302
1493	15.07042996
1494	15.04899928
1495	15.0394672
1496	15.02985292
1497	15.02822773
1498	15.0168544
1499	15.0070845
1500	14.99502153
1501	14.97705379
1502	14.95553264
1503	14.94868298
1504	14.93283013
1505	14.91688382
1506	14.90422011
1507	14.90322332
1508	14.88508161
1509	14.86356124
1510	14.85635836
1511	14.84870172
1512	14.83289834
1513	14.81718456
1514	14.80174917
1515	14.78728232
1516	14.76939992
1517	14.75840595
